,intent,text,seeds,label,is_invalid
1279,location,what are the opening hours of the nearest branch,how do i get to the nearest branch?,5,
1284,location,what is the nearest atm to your location,i need to find an atm,5,
1287,location,what are the directions to the nearest branch,how do i get to the nearest branch?,5,
1299,location,where is the closest branch located,how do i get to the nearest branch?,5,
1304,location,what is the address of the nearest branch of a bank,where's the nearest bank?,5,
1310,location,can you provide the address or the name of the bank you are looking for,where's the nearest bank?,5,X
1312,location,is there a specific atm machine you are looking for,i need to find an atm,5,
1326,location,what are the nearest atm locations,i need to find an atm,5,
1343,location,what is the location of the nearest branch,how do i get to the nearest branch?,5,
1355,location,please tell me the direction to the nearest bank,where's the nearest bank?,5,
1363,location,have you tried using a search engine or online directory to locate nearby atms,i need to find an atm,5,X
1376,location,what is the closest location of a bank,where's the nearest bank?,5,
1384,location,would you like me to provide you with a list of atms in your area,i need to find an atm,5,
1401,location,where can i find the nearest branch,how do i get to the nearest branch?,5,
1403,location,have you tried using a mobile banking app to locate nearby atms,i need to find an atm,5,X
1435,location,where is the nearest branch located,how do i get to the nearest branch?,5,
1438,location,can you direct me to the nearest bank,where's the nearest bank?,5,
1447,location,are there any banks nearby,where's the nearest bank?,5,
1453,location,im sorry i cannot provide the location of the nearest bank,where's the nearest bank?,5,X
1459,location,how do i reach the closest branch,how do i get to the nearest branch?,5,
1464,location,what is the address of the nearest branch,how do i get to the nearest branch?,5,
1468,location,what are the directions to the nearest bank,where's the nearest bank?,5,
1471,location,how far away is the nearest branch from my current location,how do i get to the nearest branch?,5,
1478,location,can you provide me with the address of the closest branch,how do i get to the nearest branch?,5,
1488,location,where is the nearest bank to my current location,where's the nearest bank?,5,
1496,location,how can i help you find an atm,i need to find an atm,5,
1503,location,are there any alternative modes of transportation available to get to the nearest branch,how do i get to the nearest branch?,5,X
1504,location,where can i find the nearest bank,where's the nearest bank?,5,
1520,location,is there an atm machine close by,i need to find an atm,5,
1523,location,can you tell me where the nearest bank is located,where's the nearest bank?,5,
1530,location,what is the nearest bank to your location,where's the nearest bank?,5,
1538,location,would you like me to provide you with the locations of nearby atms,i need to find an atm,5,
1541,location,would you like me to provide you with the address or location of the nearest branch,how do i get to the nearest branch?,5,X
1543,location,what is the closest location to a bank,where's the nearest bank?,5,
1557,location,i need to find an atm machine in this area,i need to find an atm,5,
1560,location,can you help me locate an atm in the area,i need to find an atm,5,
